0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,45,86,110,65,47,66,78,52,89,57,64,35,41,30,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,179,271,276,196,193,245,286,234,282,276,310,259,216,175,158
0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,41.6%,25.14%,31.73%,39.86%,33.16%,24.35%,26.94%,27.27%,22.22%,31.56%,20.65%,20.65%,13.51%,18.98%,17.14%,14.56%
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,249,357,298,282,252,337,366,352,442,493,502,392,388,269,262
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,86,101,143,67,104,52,89,56,57,108,107,69,100,44,37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,335,458,441,349,356,389,455,408,499,601,609,461,488,313,299
0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,24.44%,25.67%,22.05%,32.43%,19.2%,29.21%,13.37%,19.56%,13.73%,11.42%,17.97%,17.57%,14.97%,20.49%,14.06%,12.37%
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,658,803,766,729,622,880,954,898,1052,1200,1317,1158,929,697,653
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,165,244,304,178,197,164,209,156,199,224,235,114,157,89,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,823,1047,1070,907,819,1044,1163,1054,1251,1424,1552,1272,1086,786,722
0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,20.05%,23.3%,28.41%,19.63%,24.05%,15.71%,17.97%,14.8%,15.91%,15.73%,15.14%,8.96%,14.46%,11.32%,9.56%
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476,2927,3080,2858,2903,2493,2628,2955,2655,2891,3119,3223,3077,2648,2734,2434
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,384,486,388,471,463,435,353,380,421,408,294,280,212,280,231
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3899,3311,3566,3246,3374,2956,3063,3308,3035,3312,3527,3517,3357,2860,3014,2665
0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,10.85%,11.6%,13.63%,11.95%,13.96%,15.66%,14.2%,10.67%,12.52%,12.71%,11.57%,8.36%,8.34%,7.41%,9.29%,8.67%
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,46,95,61,37,49,50,43,36,30,29,37,43,24,23,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,46,95,61,37,49,50,43,36,30,29,37,43,24,23,24
0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24032,21605,22700,21128,20926,18523,19009,21071,19541,20461,22249,21435,19979,18801,19220,17918
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,3068,3533,2943,2886,2661,2707,2598,2823,3209,3531,2925,2610,2527,2245,2073
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27531,24673,26233,24071,23812,21184,21716,23669,22364,23670,25780,24360,22589,21328,21465,19991
0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,14.56%,14.2%,15.56%,13.93%,13.79%,14.37%,14.24%,12.33%,14.45%,15.68%,15.87%,13.65%,13.06%,13.44%,11.68%,11.57%
