Year,Month,dibs_U_id,status,id
2023,04,29522182,Approved,75247142
2023,04,36295642,Approved,75247112
2023,04,29522182,Approved,75246912
2023,04,29522182,Approved,75246862
2023,04,29522182,Approved,75246772
2023,04,36295642,Approved,75246722
2023,04,29522182,Approved,75246642
2023,04,29522182,Approved,75246562
2023,04,29522182,Canceled,75246482
2023,04,29522182,Approved,75246402
2023,04,18318232,Approved,75244572
2023,04,18318232,Approved,75241472
2023,04,18318232,Approved,75241412
2023,04,29522182,Approved,75241312
2023,04,29522182,Approved,75241262
2023,04,18318232,Approved,75241242
2023,04,18318232,Approved,75241102
2023,04,980971,Approved,75241072
2023,04,18318232,Approved,75239912
2023,04,18318232,Approved,75239502
2023,04,29522182,Approved,75236392
2023,04,29522182,Approved,75236352
2023,04,29522182,Approved,75236262
2023,04,29522182,Approved,75236112
2023,04,29522182,Approved,75235022
2023,04,29522182,Approved,75231412
2023,04,29522182,Approved,75230982
2023,04,29522182,Approved,75230652
2023,04,29522182,Approved,75225982
2023,04,29522182,Approved,75225982
2023,04,29522182,Approved,75225792
2023,04,29522182,Approved,75225682
2023,04,29522182,Approved,75225602
2023,04,29522182,Approved,75225402
2023,04,18318232,Approved,75225372
2023,04,29522182,Rejected,75225182
2023,04,29522182,Approved,75225112
2023,04,29522182,Approved,75225062
2023,04,29522182,Approved,75222542
2023,04,29522182,Approved,75222502
2023,04,29522182,Approved,75222212
2023,04,29522182,Approved,75222102
2023,04,29522182,Approved,75222012
2023,04,29522182,Approved,75221972
2023,04,29522182,Approved,75221772
2023,04,29522182,Approved,75218982
2023,04,29522182,Approved,75218952
2023,04,29522182,Approved,75218722
2023,04,29522182,Approved,75218712
2023,04,29522182,Approved,75218612
2023,04,29522182,Approved,75218582
2023,04,29522182,Approved,75218562
2023,04,29522182,Approved,75218552
2023,04,29522182,Approved,75218522
2023,04,29522182,Approved,75218452
2023,04,29522182,Approved,75218422
2023,04,29522182,Approved,75218392
2023,04,29522182,Approved,75216332
2023,04,29522182,Approved,75216192
2023,04,29522182,Approved,75214212
2023,04,29522182,Approved,75214142
2023,04,29522182,Approved,75214012
2023,04,29522182,Approved,75212822
2023,04,29522182,Approved,75212812
2023,04,29522182,Approved,75205752
2023,04,29522182,Approved,75202962
2023,04,29522182,Approved,75202902
2023,04,29522182,Approved,75198692
2023,04,29522182,Approved,75198552
2023,04,29522182,Approved,75197412
2023,04,29522182,Approved,75194952
2023,04,30093782,Approved,75193842
2023,04,29522182,Approved,75189692
2023,04,29522182,Approved,75189282
2023,04,29522182,Approved,75189202
2023,04,29522182,Approved,75184912
2023,04,29522182,Approved,75184902
2023,04,29522182,Approved,75184872
2023,04,29522182,Approved,75184782
2023,04,29522182,Rejected,75183342
2023,04,29522182,Approved,75175162
2023,04,36295642,Approved,75164042
2023,04,18318232,Approved,75158992
2023,04,18318232,Approved,75158432
2023,04,18318232,Approved,75158402
2023,04,18318232,Approved,75153532
2023,04,18318232,Approved,75153312
2023,04,18318232,Approved,75153012
2023,04,18318232,Approved,75152952
2023,04,18318232,Approved,75152812
2023,04,36295642,Approved,75152652
2023,04,18318232,Approved,75147822
2023,04,18318232,Approved,75147812
2023,04,18318232,Approved,75147762
2023,04,18318232,Approved,75147722
2023,04,18318232,Approved,75147602
2023,04,18318232,Approved,75147282
2023,04,18318232,Approved,75147182
2023,04,18318232,Approved,75147122
2023,04,18318232,Approved,75147042
2023,04,18318232,Approved,75146622
2023,04,18318232,Approved,75146502
2023,04,18318232,Approved,75142132
2023,04,18318232,Approved,75142052
2023,04,29522182,Approved,75141962
2023,04,18318232,Approved,75141952
2023,04,18318232,Approved,75137562
2023,04,18318232,Approved,75136632
2023,04,18318232,Approved,75136382
2023,04,29522182,Approved,75136232
2023,04,29522182,Approved,75136182
2023,04,29522182,Approved,75135982
2023,04,18318232,Approved,75135912
2023,04,18318232,Approved,75135782
2023,04,18318232,Approved,75131332
2023,04,29522182,Approved,75131182
2023,04,29522182,Approved,75126142
2023,04,29522182,Approved,75125952
2023,04,29522182,Approved,75125912
2023,04,29522182,Approved,75125642
2023,04,18318232,Approved,75125532
2023,04,18318232,Approved,75122542
2023,04,18318232,Approved,75122532
2023,04,18318232,Approved,75122492
2023,04,18318232,Approved,75122362
2023,04,29522182,Approved,75122222
2023,04,29522182,Approved,75122222
2023,04,18318232,Approved,75119372
2023,04,29522182,Approved,75116792
2023,04,18318232,Approved,75115792
2023,04,29522182,Approved,75114042
2023,04,29522182,Rejected,75113782
2023,04,29522182,Approved,75110482
2023,04,18318232,Approved,75108552
2023,04,29522182,Approved,75108492
2023,04,29522182,Approved,75101532
2023,04,29522182,Approved,75101402
2023,04,29522182,Approved,75097502
2023,04,29522182,Approved,75093142
2023,04,29522182,Approved,75093112
2023,04,29522182,Approved,75093062
2023,04,29522182,Approved,75092852
2023,04,29522182,Approved,75087532
2023,04,29522182,Approved,75087492
2023,04,29522182,Approved,75087462
2023,04,29522182,Rejected,75087432
2023,04,29522182,Approved,75087342
2023,04,29522182,Approved,75087352
2023,04,29522182,Approved,75087292
2023,04,29522182,Approved,75081422
2023,04,29522182,Approved,75081402
2023,04,29522182,Approved,75076122
2023,04,29522182,Rejected,75075872
2023,04,29522182,Approved,75070612
2023,04,29522182,Approved,75070612
2023,04,29522182,Approved,75070592
2023,04,29522182,Approved,75064442
2023,04,29522182,Approved,75064232
2023,04,29522182,Approved,75064062
2023,04,29522182,Approved,75064012
2023,04,29522182,Approved,75063992
2023,04,29522182,Canceled,75052832
2023,04,29522182,Approved,75052492
2023,04,29522182,Approved,75052492
2023,04,29522182,Approved,75052172
2023,04,29522182,Approved,75052132
2023,04,29522182,Approved,75052022
2023,04,29522182,Approved,75051472
2023,04,29522182,Approved,75046032
2023,04,29522182,Approved,75045992
2023,04,29522182,Approved,75045972
2023,04,29522182,Approved,75045952
2023,04,29522182,Approved,75042252
2023,04,29522182,Approved,75039322
2023,04,29522182,Approved,75039002
2023,04,18318232,Rejected,75038982
2023,04,29522182,Approved,75034562
2023,04,18318232,Approved,75034082
2023,04,18318232,Approved,75033942
2023,04,29522182,Approved,75033912
2023,04,29522182,Approved,75029692
2023,04,18318232,Approved,75029512
2023,04,29522182,Approved,75028542
2023,04,29522182,Approved,75025602
2023,04,36295642,Approved,75024852
2023,04,18318232,Approved,75024692
2023,04,18318232,Approved,75024582
2023,04,29522182,Approved,75024322
2023,04,29522182,Approved,75024102
2023,04,29522182,Approved,75024092
2023,04,29522182,Approved,75024072
2023,04,29522182,Approved,75019762
2023,04,29522182,Approved,75019602
2023,04,29522182,Approved,75019592
2023,04,18318232,Rejected,75019472
2023,04,18318232,Approved,75016742
2023,04,18318232,Approved,75016582
2023,04,18318232,Approved,75016392
2023,04,18318232,Approved,75016322
2023,04,29522182,Approved,75016142
2023,04,29522182,Approved,75016082
2023,04,30093782,Approved,75015872
2023,04,18318232,Approved,75015752
2023,04,18318232,Approved,75015282
2023,04,30093782,Approved,75013152
2023,04,29522182,Approved,75010152
2023,04,29522182,Approved,75010032
2023,04,29522182,Approved,75009922
2023,04,29522182,Approved,75009902
2023,04,29522182,Approved,75009642
2023,04,29522182,Approved,75005302
2023,04,29522182,Approved,75003632
2023,04,29522182,Approved,75001792
2023,04,29522182,Approved,74998882
2023,04,29522182,Approved,74998842
2023,04,29522182,Approved,74995132
2023,04,29522182,Approved,74994242
2023,04,29522182,Approved,74991082
2023,04,29522182,Approved,74991002
2023,04,29522182,Approved,74986672
2023,04,29522182,Approved,74985702
2023,04,18318232,Approved,74985582
2023,04,29522182,Approved,74985532
2023,04,29522182,Approved,74985512
2023,04,29522182,Approved,74980982
2023,04,18318232,Rejected,74975402
2023,04,29522182,Approved,74975222
2023,04,29522182,Approved,74975212
2023,04,18318232,Rejected,74969772
2023,04,29522182,Approved,74969442
2023,04,29522182,Approved,74969442
2023,04,18318232,Approved,74963762
2023,04,18318232,Approved,74959332
2023,04,29522182,Approved,74959162
2023,04,29522182,Approved,74953402
2023,04,18318232,Approved,74951372
2023,04,29522182,Approved,74947282
2023,04,29522182,Approved,74946722
2023,04,29522182,Approved,74941242
2023,04,29522182,Approved,74941192
2023,04,29522182,Approved,74941132
2023,04,29522182,Approved,74936802
2023,04,29522182,Approved,74935752
2023,04,30093782,Approved,74935752
2023,04,29522182,Approved,74935352
2023,04,29522182,Approved,74935072
2023,04,29522182,Approved,74934772
2023,04,30093782,Approved,74934772
2023,04,29522182,Approved,74930182
2023,04,29522182,Approved,74929772
2023,04,29522182,Canceled,74929622
2023,04,29522182,Approved,74928962
2023,04,29522182,Approved,74925322
2023,04,30093782,Approved,74923902
2023,04,29522182,Approved,74923782
2023,04,29522182,Approved,74923722
2023,04,29522182,Approved,74923302
2023,04,29522182,Approved,74918822
2023,04,29522182,Approved,74918572
2023,04,29522182,Approved,74918552
2023,04,29522182,Rejected,74914262
2023,04,29522182,Approved,74914102
2023,04,29522182,Approved,74914022
2023,04,29522182,Approved,74914022
2023,04,29522182,Rejected,74914012
2023,04,29522182,Approved,74913992
2023,04,29522182,Approved,74913932
2023,04,29522182,Approved,74912102
2023,04,29522182,Approved,74910402
2023,04,29522182,Approved,74910322
2023,04,18318232,Approved,74910202
2023,04,29522182,Approved,74910082
2023,04,29522182,Approved,74909992
2023,04,29522182,Approved,74907182
2023,04,29522182,Approved,74907082
2023,04,29522182,Approved,74907022
2023,04,29522182,Approved,74904252
2023,04,29522182,Approved,74901522
2023,04,29522182,Approved,74899842
2023,04,980971,Approved,74899552
2023,04,29522182,Approved,74899482
2023,04,29522182,Approved,74889102
2023,04,29522182,Approved,74889052
2023,04,980971,Approved,74888812
2023,04,980971,Approved,74888802
2023,04,980971,Approved,74888602
2023,04,18318232,Approved,74884622
2023,04,29522182,Approved,74880802
2023,04,29522182,Approved,74880642
2023,04,29522182,Approved,74875312
2023,04,29522182,Approved,74870512
2023,04,29522182,Approved,74869702
2023,04,980971,Approved,74869622
2023,04,29522182,Approved,74863292
2023,04,29522182,Approved,74863262
2023,04,980971,Approved,74857422
2023,04,980971,Approved,74857352
2023,04,980971,Approved,74857332
2023,04,980971,Approved,74857322
2023,04,980971,Approved,74857312
2023,04,980971,Approved,74851602
2023,04,980971,Approved,74851382
2023,04,980971,Approved,74848482
2023,04,980971,Approved,74848092
2023,04,980971,Approved,74847782
2023,04,29522182,Approved,74845982
2023,04,980971,Approved,74845952
2023,04,29522182,Canceled,74845662
2023,04,980971,Approved,74843042
2023,04,980971,Approved,74839912
2023,04,18318232,Approved,74839762
2023,04,29522182,Approved,74839712
2023,04,18318232,Approved,74839692
2023,04,18318232,Approved,74839662
2023,04,980971,Approved,74833602
2023,04,29522182,Approved,74833602
2023,04,18318232,Approved,74832902
2023,04,980971,Approved,74832892
2023,04,29522182,Approved,74827372
2023,04,18318232,Rejected,74826932
2023,04,18318232,Approved,74826912
2023,04,18318232,Approved,74821102
2023,04,18318232,Approved,74820882
2023,04,18318232,Rejected,74820682
2023,04,29522182,Approved,74820672
2023,04,18318232,Approved,74820082
2023,04,18318232,Approved,74820042
2023,04,29522182,Approved,74820002
2023,04,18318232,Approved,74819922
2023,04,18318232,Approved,74819742
2023,04,980971,Approved,74819742
2023,04,18318232,Approved,74815852
2023,04,29522182,Approved,74815512
2023,04,980971,Approved,74815312
2023,04,980971,Approved,74815132
2023,04,18318232,Approved,74810702
2023,04,18318232,Approved,74810622
2023,04,18318232,Canceled,74810582
2023,04,29522182,Approved,74810312
2023,04,29522182,Approved,74810182
2023,04,29522182,Approved,74804412
2023,04,29522182,Approved,74804392
2023,04,29522182,Approved,74804362
2023,04,29522182,Approved,74804262
2023,04,29522182,Approved,74803782
2023,04,980971,Approved,74803782
2023,04,18318232,Rejected,74801192
2023,04,29522182,Approved,74800682
2023,04,29522182,Approved,74800162
2023,04,29522182,Approved,74800152
2023,04,29522182,Approved,74799552
2023,04,29522182,Approved,74799392
2023,04,29522182,Approved,74795872
2023,04,29522182,Approved,74795852
2023,04,29522182,Approved,74795842
2023,04,29522182,Approved,74795832
2023,04,18318232,Rejected,74795752
2023,04,18318232,Rejected,74793362
2023,04,29522182,Rejected,74793282
2023,04,29522182,Rejected,74793202
2023,04,29522182,Approved,74790552
2023,04,29522182,Approved,74789742
2023,04,29522182,Approved,74788462
2023,04,29522182,Approved,74786382
2023,04,980971,Approved,74786352
2023,04,18318232,Approved,74786322
2023,04,29522182,Approved,74786262
2023,04,29522182,Approved,74786252
2023,04,29522182,Approved,74786202
2023,04,29522182,Approved,74786172
2023,04,29522182,Approved,74784242
2023,04,29522182,Approved,74784242
2023,04,980971,Approved,74784172
2023,04,980971,Approved,74784132
2023,04,980971,Approved,74784102
2023,04,980971,Approved,74784042
2023,04,980971,Approved,74784012
2023,04,980971,Approved,74784002
2023,04,980971,Approved,74783972
2023,04,980971,Approved,74783852
2023,04,980971,Approved,74781232
2023,04,18318232,Approved,74781062
2023,04,18318232,Approved,74781012
2023,04,29522182,Approved,74779432
2023,04,29522182,Approved,74777462
2023,04,29522182,Approved,74776182
2023,04,18318232,Approved,74773532
2023,04,18318232,Approved,74773372
2023,04,980971,Approved,74768332
2023,04,29522182,Approved,74768292
2023,04,980971,Approved,74763702
2023,04,29522182,Approved,74763672
2023,04,29522182,Rejected,74763632
2023,04,29522182,Rejected,74763352
2023,04,29522182,Approved,74758292
2023,04,29522182,Approved,74758112
2023,04,29522182,Approved,74755732
2023,04,980971,Approved,74751682
2023,04,980971,Approved,74751632
2023,04,980971,Approved,74751542
2023,04,980971,Approved,74751512
2023,04,980971,Approved,74751492
2023,04,980971,Approved,74751462
2023,04,29522182,Approved,74751412
2023,04,980971,Approved,74749812
2023,04,980971,Approved,74747402
2023,04,980971,Approved,74746412
2023,04,18318232,Approved,74746222
2023,04,29522182,Approved,74746052
2023,04,29522182,Approved,74746022
2023,04,18318232,Approved,74744672
2023,04,29522182,Approved,74741812
2023,04,18318232,Approved,74741732
2023,04,29522182,Approved,74741642
2023,04,980971,Approved,74736682
2023,04,980971,Approved,74736552
2023,04,18318232,Approved,74736402
2023,04,29522182,Approved,74731032
2023,04,18318232,Approved,74730902
2023,04,18318232,Approved,74730582
2023,04,980971,Approved,74730492
2023,04,980971,Approved,74730442
2023,04,18318232,Rejected,74725862
2023,04,18318232,Approved,74725452
2023,04,980971,Approved,74725432
2023,04,980971,Approved,74720732
2023,04,980971,Approved,74720692
2023,04,980971,Approved,74720682
2023,04,18318232,Approved,74715862
2023,04,980971,Approved,74715612
2023,04,18318232,Approved,74710852
2023,04,18318232,Canceled,74709822
2023,04,980971,Approved,74709722
2023,04,980971,Approved,74704842
2023,04,980971,Approved,74704672
2023,04,18318232,Rejected,74704572
2023,04,29522182,Approved,74704542
2023,04,980971,Approved,74700172
2023,04,29522182,Approved,74699882
2023,04,29522182,Approved,74699782
2023,04,980971,Approved,74696212
2023,04,980971,Approved,74696052
2023,04,18318232,Approved,74696022
2023,04,980971,Approved,74693182
2023,04,980971,Approved,74693012
2023,04,29522182,Approved,74690992
2023,04,18318232,Rejected,74689182
2023,04,18318232,Rejected,74689042
2023,04,18318232,Rejected,74689022
2023,04,29522182,Approved,74689002
2023,04,980971,Approved,74688872
2023,04,18318232,Rejected,74687502
2023,04,980971,Approved,74687432
2023,04,980971,Approved,74687402
2023,04,18318232,Approved,74685842
2023,04,29522182,Approved,74685842
2023,04,18318232,Approved,74685822
2023,04,29522182,Approved,74685822
2023,04,18318232,Approved,74685812
2023,04,29522182,Approved,74685812
2023,04,18318232,Approved,74685742
2023,04,18318232,Approved,74685672
2023,04,18318232,Approved,74684142
2023,04,18318232,Approved,74682712
2023,04,18318232,Approved,74682592
2023,04,18318232,Approved,74682392
2023,04,18318232,Approved,74682012
2023,04,980971,Rejected,74678122
2023,04,18318232,Rejected,74678062
2023,04,980971,Approved,74677842
2023,04,29522182,Approved,74673992
2023,04,18318232,Approved,74673942
2023,04,18318232,Approved,74670822
2023,04,980971,Approved,74670782
2023,04,980971,Approved,74670682
2023,04,980971,Approved,74670672
2023,04,980971,Approved,74667112
2023,04,18318232,Rejected,74667062
2023,04,980971,Approved,74667022
2023,04,980971,Approved,74666992
2023,04,980971,Approved,74666892
2023,04,980971,Approved,74664342
2023,04,980971,Approved,74663322
2023,04,980971,Approved,74663302
2023,04,980971,Approved,74663272
2023,04,980971,Approved,74663252
2023,04,980971,Approved,74663182
2023,04,980971,Approved,74663162
2023,04,980971,Approved,74663132
2023,04,980971,Approved,74663122
2023,04,18318232,Approved,74663002
2023,04,980971,Approved,74662952
2023,04,980971,Approved,74662892
2023,04,980971,Approved,74662852
2023,04,18318232,Approved,74658672
2023,04,980971,Approved,74658502
2023,04,980971,Approved,74658442
2023,04,18318232,Approved,74658412
2023,04,18318232,Approved,74658292
2023,04,980971,Approved,74654892
2023,04,18318232,Approved,74654732
2023,04,980971,Approved,74650802
2023,04,29522182,Approved,74650752
2023,04,18318232,Approved,74650682
2023,04,18318232,Approved,74650672
2023,04,29522182,Approved,74650242
2023,04,29522182,Approved,74646872
2023,04,29522182,Rejected,74646812
2023,04,29522182,Approved,74646702
2023,04,980971,Approved,74642892
2023,04,29522182,Approved,74642872
2023,04,29522182,Approved,74642862
2023,04,29522182,Approved,74642652
2023,04,29522182,Approved,74642622
2023,04,980971,Approved,74638292
2023,04,29522182,Approved,74638002
2023,04,29522182,Approved,74637922
2023,04,29522182,Approved,74632652
2023,04,980971,Approved,74632442
2023,04,29522182,Approved,74632172
2023,04,29522182,Approved,74632052
2023,04,29522182,Approved,74631992
2023,04,980971,Approved,74628002
2023,04,29522182,Approved,74627582
2023,04,980971,Approved,74627522
2023,04,18318232,Approved,74627432
2023,04,29522182,Approved,74627422
2023,04,29522182,Approved,74627422
2023,04,29522182,Approved,74622972
2023,04,29522182,Approved,74622732
2023,04,29522182,Approved,74622642
2023,04,29522182,Approved,74622472
2023,04,18318232,Approved,74621922
2023,04,29522182,Approved,74619252
2023,04,29522182,Approved,74617122
2023,04,29522182,Approved,74617072
2023,04,980971,Approved,74616902
2023,04,18318232,Approved,74616882
2023,04,980971,Approved,74616772
2023,04,29522182,Approved,74612422
2023,04,18318232,Approved,74612162
2023,04,18318232,Approved,74612152
2023,04,29522182,Approved,74612072
2023,04,29522182,Approved,74608542
2023,04,29522182,Approved,74608402
2023,04,29522182,Approved,74608332
2023,04,29522182,Approved,74608302
2023,04,18318232,Approved,74608302
2023,04,29522182,Approved,74606432
2023,04,29522182,Approved,74604452
2023,04,29522182,Approved,74604302
2023,04,29522182,Approved,74604292
2023,04,29522182,Approved,74604262
2023,04,29522182,Approved,74604202
2023,04,29522182,Approved,74601382
2023,04,29522182,Approved,74601342
2023,04,29522182,Approved,74601182
2023,04,29522182,Approved,74598922
2023,04,29522182,Approved,74598892
2023,04,980971,Approved,74598872
2023,04,29522182,Canceled,74598622
2023,04,980971,Approved,74598612
2023,04,980971,Rejected,74596812
2023,04,980971,Approved,74594532
2023,04,980971,Approved,74594512
2023,04,29522182,Approved,74594502
2023,04,980971,Approved,74594372
2023,04,980971,Approved,74593222
2023,04,980971,Approved,74593182
2023,04,980971,Approved,74593172
2023,04,18318232,Approved,74593152
2023,04,980971,Approved,74591402
2023,04,980971,Approved,74588442
2023,04,980971,Approved,74587702
2023,04,980971,Approved,74584882
2023,04,980971,Approved,74584752
2023,04,980971,Approved,74580832
2023,04,980971,Approved,74580722
2023,04,29522182,Approved,74576142
2023,04,980971,Approved,74571282
2023,04,18318232,Approved,74571202
2023,04,18318232,Approved,74571172
2023,04,29522182,Approved,74565242
2023,04,980971,Approved,74553242
2023,04,980971,Approved,74553092
2023,04,980971,Approved,74553082
2023,04,980971,Approved,74553052
2023,04,980971,Approved,74552972
2023,04,980971,Approved,74552942
2023,04,29522182,Approved,74552902
2023,04,980971,Approved,74549082
2023,04,29522182,Approved,74548202
2023,04,980971,Approved,74548152
2023,04,980971,Approved,74548082
2023,04,980971,Approved,74542942
2023,04,980971,Approved,74542442
2023,04,29522182,Approved,74540522
2023,04,980971,Rejected,74538072
2023,04,29522182,Approved,74537312
2023,04,980971,Approved,74537192
2023,04,980971,Approved,74532152
2023,04,18318232,Approved,74532152
2023,04,980971,Approved,74532082
2023,04,18318232,Approved,74531992
2023,04,18318232,Approved,74531992
2023,04,980971,Approved,74531952
2023,04,29522182,Approved,74531902
2023,04,980971,Approved,74525232
2023,04,29522182,Approved,74525182
2023,04,18318232,Approved,74519732
2023,04,18318232,Approved,74519682
2023,04,29522182,Approved,74519612
2023,04,29522182,Approved,74519312
2023,04,29522182,Approved,74513892
2023,04,18318232,Approved,74513842
2023,04,18318232,Approved,74513802
2023,04,980971,Approved,74513802
2023,04,29522182,Approved,74513602
2023,04,29522182,Approved,74513592
2023,04,29522182,Approved,74513202
2023,04,29522182,Approved,74509162
2023,04,29522182,Approved,74509162
2023,04,18318232,Approved,74509062
2023,04,980971,Approved,74504952
2023,04,18318232,Approved,74504562
2023,04,18318232,Rejected,74504302
2023,04,29522182,Approved,74503432
2023,04,18318232,Approved,74501282
2023,04,29522182,Approved,74501172
2023,04,29522182,Approved,74501152
2023,04,29522182,Approved,74501042
2023,04,29522182,Approved,74498122
2023,04,18318232,Approved,74497862
2023,04,29522182,Approved,74496002
2023,04,29522182,Approved,74495922
2023,04,18318232,Approved,74495552
2023,04,29522182,Approved,74495432
2023,04,18318232,Approved,74495392
2023,04,29522182,Approved,74493922
2023,04,29522182,Approved,74493642
2023,04,29522182,Approved,74493632
2023,04,980971,Approved,74492052
2023,04,980971,Approved,74492042
2023,04,980971,Approved,74492032
2023,04,980971,Approved,74492022
2023,04,29522182,Approved,74491932
2023,04,18318232,Approved,74489212
2023,04,980971,Approved,74482512
2023,04,980971,Approved,74482482
2023,04,980971,Approved,74482462
2023,04,980971,Approved,74482402
2023,04,980971,Approved,74482392
2023,04,980971,Approved,74478262
2023,04,29522182,Approved,74476192
2023,04,980971,Approved,74469322
2023,04,980971,Approved,74469312
2023,04,980971,Approved,74463852
2023,04,980971,Approved,74458542
2023,04,980971,Approved,74458312
2023,04,980971,Approved,74458212
2023,04,29522182,Approved,74453922
2023,04,29522182,Approved,74453892
2023,04,29522182,Approved,74453872
2023,04,29522182,Approved,74453832
2023,04,980971,Approved,74449482
2023,04,980971,Approved,74449472
2023,04,18318232,Approved,74445252
2023,04,980971,Approved,74445142
2023,04,980971,Approved,74445082
2023,04,980971,Approved,74445072
2023,04,980971,Approved,74441102
2023,04,980971,Rejected,74440852
2023,04,29522182,Rejected,74440642
2023,04,980971,Approved,74435442
2023,04,18318232,Approved,74435362
2023,04,18318232,Approved,74434642
2023,04,980971,Approved,74432042
2023,04,980971,Approved,74430222
2023,04,980971,Approved,74430032
2023,04,980971,Approved,74429862
2023,04,29522182,Approved,74424572
2023,04,29522182,Approved,74424512
2023,04,29522182,Approved,74415892
2023,04,29522182,Approved,74415772
2023,04,29522182,Approved,74415542
2023,04,18318232,Approved,74415492
2023,04,980971,Approved,74415472
2023,04,29522182,Approved,74411112
2023,04,29522182,Approved,74410652
2023,04,29522182,Approved,74410532
2023,04,29522182,Approved,74410372
